fs, file.size.kb, time.s
# single file renames for a variety of circle sizes
# just to find the optimal circle size

ext4, 4096.000000, 0.016795
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016753
ext4, 4096.000000, 0.016806
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016768
ext4, 4096.000000, 0.016792
ext4, 4096.000000, 0.016781
ext4, 4096.000000, 0.016748
ext4, 4096.000000, 0.016801
ext4, 4096.000000, 0.016753
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016772
ext4, 4096.000000, 0.016759
ext4, 4096.000000, 0.016787
ext4, 4096.000000, 0.016768
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016763
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016801
ext4, 4096.000000, 0.016758
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016795
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016776
ext4, 4096.000000, 0.016754
ext4, 4096.000000, 0.016795
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016795
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016768
ext4, 4096.000000, 0.016762
ext4, 4096.000000, 0.016810
ext4, 4096.000000, 0.016749
ext4, 4096.000000, 0.026391
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016767
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016799
ext4, 4096.000000, 0.016761
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016795
ext4, 4096.000000, 0.016770
ext4, 4096.000000, 0.016759
ext4, 4096.000000, 0.016795
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016771
ext4, 4096.000000, 0.016787
ext4, 4096.000000, 0.016772
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016792
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016778
ext4, 4096.000000, 0.016787
ext4, 4096.000000, 0.016776
ext4, 4096.000000, 0.016738
ext4, 4096.000000, 0.016796
ext4, 4096.000000, 0.016763
ext4, 4096.000000, 0.016760
ext4, 4096.000000, 0.016802
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016791
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016763
ext4, 4096.000000, 0.016791
ext4, 4096.000000, 0.016761
ext4, 4096.000000, 0.016771
ext4, 4096.000000, 0.016805
ext4, 4096.000000, 0.016750
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016800
ext4, 4096.000000, 0.016776
ext4, 4096.000000, 0.016742
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016758
ext4, 4096.000000, 0.016792
ext4, 4096.000000, 0.016767
ext4, 4096.000000, 0.026394
ext4, 4096.000000, 0.016773
ext4, 4096.000000, 0.016759
ext4, 4096.000000, 0.016785
ext4, 4096.000000, 0.016759
ext4, 4096.000000, 0.016767
ext4, 4096.000000, 0.016770
ext4, 4096.000000, 0.016788
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016804
ext4, 4096.000000, 0.016761
ext4, 4096.000000, 0.016775
ext4, 4096.000000, 0.016781
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016784
ext4, 4096.000000, 0.016776
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016767
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016796
ext4, 4096.000000, 0.016763
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016770
ext4, 4096.000000, 0.016763
ext4, 4096.000000, 0.016792
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016799
ext4, 4096.000000, 0.016760
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016768
ext4, 4096.000000, 0.016769
ext4, 4096.000000, 0.016789
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016769
ext4, 4096.000000, 0.016799
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016778
ext4, 4096.000000, 0.016783
ext4, 4096.000000, 0.016756
ext4, 4096.000000, 0.016774
ext4, 4096.000000, 0.016783
ext4, 4096.000000, 0.016767
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016767
ext4, 4096.000000, 0.026390
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016762
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016797
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016793
ext4, 4096.000000, 0.016769
ext4, 4096.000000, 0.016763
ext4, 4096.000000, 0.016792
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016794
ext4, 4096.000000, 0.016771
ext4, 4096.000000, 0.016759
ext4, 4096.000000, 0.016795
ext4, 4096.000000, 0.016766
ext4, 4096.000000, 0.016769
ext4, 4096.000000, 0.016790
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016811
ext4, 4096.000000, 0.016754
ext4, 4096.000000, 0.016759
ext4, 4096.000000, 0.016796
ext4, 4096.000000, 0.016764
ext4, 4096.000000, 0.016765
ext4, 4096.000000, 0.016799
ext4, 4096.000000, 0.016760
ext4, 8192.000000, 0.025758
ext4, 8192.000000, 0.025761
ext4, 8192.000000, 0.025774
ext4, 8192.000000, 0.034596
ext4, 8192.000000, 0.016741
ext4, 8192.000000, 0.016788
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016748
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016761
ext4, 8192.000000, 0.016761
ext4, 8192.000000, 0.016785
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016758
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016753
ext4, 8192.000000, 0.016761
ext4, 8192.000000, 0.016809
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016749
ext4, 8192.000000, 0.016789
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.026390
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016772
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016805
ext4, 8192.000000, 0.016756
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016769
ext4, 8192.000000, 0.016781
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016788
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016782
ext4, 8192.000000, 0.016787
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016804
ext4, 8192.000000, 0.016735
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016790
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016788
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016774
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016790
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.026392
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016782
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016745
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016744
ext4, 8192.000000, 0.016758
ext4, 8192.000000, 0.016788
ext4, 8192.000000, 0.016773
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016807
ext4, 8192.000000, 0.016735
ext4, 8192.000000, 0.016756
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016769
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016797
ext4, 8192.000000, 0.016782
ext4, 8192.000000, 0.016735
ext4, 8192.000000, 0.016790
ext4, 8192.000000, 0.016769
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016804
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016789
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016778
ext4, 8192.000000, 0.016778
ext4, 8192.000000, 0.016753
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016798
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.026387
ext4, 8192.000000, 0.016791
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016769
ext4, 8192.000000, 0.016801
ext4, 8192.000000, 0.016756
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016801
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016800
ext4, 8192.000000, 0.016758
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016810
ext4, 8192.000000, 0.016750
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016797
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016787
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.026390
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016807
ext4, 8192.000000, 0.016751
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016800
ext4, 8192.000000, 0.016758
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016750
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016755
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016769
ext4, 8192.000000, 0.016788
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016771
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016781
ext4, 8192.000000, 0.016750
ext4, 8192.000000, 0.016791
ext4, 8192.000000, 0.016773
ext4, 8192.000000, 0.016757
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016772
ext4, 8192.000000, 0.016769
ext4, 8192.000000, 0.016775
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.026390
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016771
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016772
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016776
ext4, 8192.000000, 0.016748
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016773
ext4, 8192.000000, 0.056631
ext4, 8192.000000, 0.024461
ext4, 8192.000000, 0.025780
ext4, 8192.000000, 0.034078
ext4, 8192.000000, 0.025784
ext4, 8192.000000, 0.025756
ext4, 8192.000000, 0.033156
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016810
ext4, 8192.000000, 0.016752
ext4, 8192.000000, 0.016780
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016801
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016791
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.026392
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016798
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016785
ext4, 8192.000000, 0.016780
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016771
ext4, 8192.000000, 0.016788
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016781
ext4, 8192.000000, 0.016735
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016807
ext4, 8192.000000, 0.016732
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016772
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016789
ext4, 8192.000000, 0.016743
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016776
ext4, 8192.000000, 0.016754
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016811
ext4, 8192.000000, 0.016733
ext4, 8192.000000, 0.016773
ext4, 8192.000000, 0.016805
ext4, 8192.000000, 0.016747
ext4, 8192.000000, 0.016781
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016769
ext4, 8192.000000, 0.016778
ext4, 8192.000000, 0.016782
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016773
ext4, 8192.000000, 0.016773
ext4, 8192.000000, 0.016769
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.026390
ext4, 8192.000000, 0.016797
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016789
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016800
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016761
ext4, 8192.000000, 0.016791
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016810
ext4, 8192.000000, 0.016750
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016798
ext4, 8192.000000, 0.016758
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016780
ext4, 8192.000000, 0.016748
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016800
ext4, 8192.000000, 0.016775
ext4, 8192.000000, 0.026377
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016802
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016749
ext4, 8192.000000, 0.016771
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016758
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016788
ext4, 8192.000000, 0.016747
ext4, 8192.000000, 0.016810
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016744
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016797
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016776
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016779
ext4, 8192.000000, 0.016735
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.026388
ext4, 8192.000000, 0.016790
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016778
ext4, 8192.000000, 0.016738
ext4, 8192.000000, 0.016786
ext4, 8192.000000, 0.016775
ext4, 8192.000000, 0.016775
ext4, 8192.000000, 0.016761
ext4, 8192.000000, 0.016773
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016806
ext4, 8192.000000, 0.016755
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016789
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016780
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016781
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.026391
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016800
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016775
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016761
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016802
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016768
ext4, 8192.000000, 0.016780
ext4, 8192.000000, 0.016761
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016794
ext4, 8192.000000, 0.016782
ext4, 8192.000000, 0.016733
ext4, 8192.000000, 0.016796
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016798
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016777
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016783
ext4, 8192.000000, 0.016771
ext4, 8192.000000, 0.016765
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016793
ext4, 8192.000000, 0.016770
ext4, 8192.000000, 0.016761
ext4, 8192.000000, 0.016792
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016798
ext4, 8192.000000, 0.016767
ext4, 8192.000000, 0.016777
ext4, 8192.000000, 0.016764
ext4, 8192.000000, 0.016759
ext4, 8192.000000, 0.026390
ext4, 8192.000000, 0.016805
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016788
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016763
ext4, 8192.000000, 0.016795
ext4, 8192.000000, 0.016769
ext4, 8192.000000, 0.016760
ext4, 8192.000000, 0.016797
ext4, 8192.000000, 0.016762
ext4, 8192.000000, 0.016766
ext4, 8192.000000, 0.016799
ext4, 8192.000000, 0.016777
ext4, 8192.000000, 0.016748
ext4, 8192.000000, 0.016801
